payCardBank,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,date,hour,day_of_week,is_weekend,trip_duration_min,trip_distance_km,avg_speed_kmh
dki,2,Pulo Gadung - Monas,1.0,P00137,Monas,-6.176248,106.82286,0,2023-04-25 06:03:58,P00202,Rawa Selatan,-6.173925,106.85809,6.0,2023-04-25 06:42:39,3500.0,2023-04-25,6,Tuesday,0,38.68333333333333,3.903224263201461,6.054117771445609
dki,JAK.84,Terminal Kampung Melayu - Kapin Raya,1.0,B00268P,Cipinang Melayu Kalimalang,-6.240168,106.88473,32,2023-04-25 08:12:50,B05292P,SMK Hatawana,-6.229468,106.87871,38.0,2023-04-25 09:31:29,0.0,2023-04-25,8,Tuesday,0,78.65,1.3632287349067,1.0399710628658867
dki,1A,Pantai Maju - Balai Kota,0.0,P00069,Gedong Panjang,-6.132617,106.80596,21,2023-04-25 09:54:14,P00013,Kota,-6.13679,106.8149,23.0,2023-04-25 11:37:23,3500.0,2023-04-25,9,Tuesday,0,103.15,1.0918909734405442,0.6351280504743834
dki,,,1.0,B03475P,Sbr. Cilincing Baru Raya,-6.106928,106.9271,45,2023-04-25 06:31:06,B00631P,Gereja Katholik Salib Suci,-6.125765,106.91976,58.0,2023-04-25 08:27:32,0.0,2023-04-25,6,Tuesday,0,116.43333333333334,2.24629315786922,1.1575515843586017
flazz,JAK.18,Kalibata - Kuningan,0.0,B03870P,Sbr. Jln. Tebet Utara III,-6.225521,106.85245,24,2023-04-25 06:14:42,P00275,Keselamatan,-6.222946,106.84745,42.0,2023-04-25 07:27:09,0.0,2023-04-25,6,Tuesday,0,72.45,0.6224607526758872,0.5154954473506312
dki,JAK.05,Semper - Rorotan,0.0,B06311P,Rusun Nagrak,-6.12462,106.94823,7,2023-04-25 09:52:53,B04460P,Sbr. SMP Nurul Falah,-6.110663,106.92596,24.0,2023-04-25 11:28:32,0.0,2023-04-25,9,Tuesday,0,95.65,2.9105006088185728,1.8257191482395647
dki,8K,Batusari - Grogol,0.0,B02720P,Pemadam Tj. Duren,-6.17371,106.78793,19,2023-04-25 07:45:47,B05819P,UKRIDA,-6.172372,106.7887,20.0,2023-04-25 08:37:09,3500.0,2023-04-25,7,Tuesday,0,51.36666666666667,0.1714093607048925,0.20021859134899836
flazz,D21,Universitas Indonesia - Lebak Bulus,0.0,B02895P,Poins Square,-6.289207,106.77718,26,2023-04-25 07:29:59,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,27.0,2023-04-25 08:31:28,3500.0,2023-04-25,7,Tuesday,0,61.483333333333334,0.3125894781757438,0.305048013400021
dki,JAK.74,Terminal Rawamangun - Cipinang Muara,1.0,B00260P,Cipinang Baru,-6.206806,106.89025,5,2023-04-25 06:33:21,B04220P,Sbr. Polsek Pulo Gadung,-6.209444,106.89101,6.0,2023-04-25 07:13:37,0.0,2023-04-25,6,Tuesday,0,40.266666666666666,0.3051260380973635,0.4546580037874622
dki,JAK.03,,0.0,B00027P,Al Izhar Pondok Labu 2,-6.311504,106.79104,17,2023-04-25 07:05:28,B04628P,Sekolah Darussalam H. Ipin,-6.311351,106.79271,18.0,2023-04-25 08:13:34,0.0,2023-04-25,7,Tuesday,0,68.1,0.18535245990873334,0.16330613207817915
dki,1M,Meruya - Blok M,0.0,B01137P,Jln. H. Rohimin Swadarma,-6.232466,106.76069,24,2023-04-25 07:17:03,B01842P,Kartini Hospital 2,-6.237876,106.76942,30.0,2023-04-25 07:44:54,3500.0,2023-04-25,7,Tuesday,0,27.85,1.1371386520826294,2.449849878813564
dki,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,0,2023-04-25 08:19:28,B06268P,Rusun Harum Tebet,-6.235196,106.85195,4.0,2023-04-25 09:22:41,0.0,2023-04-25,8,Tuesday,0,63.21666666666667,1.0485421583623256,0.9951889718176568
dki,JIS3,Harmoni - Jakarta International Stadium,1.0,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-25 06:20:24,B01745P,Jembatan Item,-6.130078,106.85492,13.0,2023-04-25 07:09:25,3500.0,2023-04-25,6,Tuesday,0,49.016666666666666,1.1032494103299961,1.3504583057422597
dki,BW9,Monas - Pantai Indah Kapuk,0.0,B00806P,IRTI,-6.1803,106.82618,0,2023-04-25 09:12:17,B06049P,Melody Golf,-6.091746,106.7461,7.0,2023-04-25 10:42:18,0.0,2023-04-25,9,Tuesday,0,90.01666666666667,13.241699435905279,8.826165148909276
emoney,S31,Bintaro - Fatmawati,1.0,B05488P,St. MRT Fatmawati,-6.292589,106.7936,0,2023-04-25 07:29:02,B01184P,Jln. Kaimun Jaya,-6.292537,106.78705,2.0,2023-04-25 08:28:45,20000.0,2023-04-25,7,Tuesday,0,59.71666666666667,0.7239618303002072,0.7273967594420168
emoney,2B,Harapan Indah - ASMI,1.0,B02143P,Lion Metal 2,-6.185858,106.95209,17,2023-04-25 06:57:07,B02086P,KPP Pratama Cakung 2,-6.187946,106.96142,21.0,2023-04-25 07:42:10,3500.0,2023-04-25,6,Tuesday,0,45.05,1.0572151800024538,1.4080557336325692
dki,1,Blok M - Kota,1.0,P00012,Bendungan Hilir,-6.217137,106.81528,15,2023-04-25 07:48:51,P00112,Kejaksaan Agung,-6.2405,106.79844,20.0,2023-04-25 09:26:40,3500.0,2023-04-25,7,Tuesday,0,97.81666666666666,3.195915058954984,1.9603500106045224
dki,12C,Rusun Waduk Pluit - Penjaringan,0.0,B03406P,SDN Penjaringan,-6.12527,106.80272,9,2023-04-25 08:35:34,B06658P,Kel. Penjaringan,-6.125396,106.80071,10.0,2023-04-25 10:13:48,0.0,2023-04-25,8,Tuesday,0,98.23333333333333,0.22266702057573817,0.13600293078938877
dki,3A,Rusun Pesakih - Kalideres,0.0,B01760P,Jembatan Pesakih Semanan,-6.155824,106.716,2,2023-04-25 07:16:12,B02833P,Pintu 2 Jembatan Semanan Raya,-6.155916,106.70954,4.0,2023-04-25 08:46:56,0.0,2023-04-25,7,Tuesday,0,90.73333333333333,0.7142505543558351,0.47231851500385863
dki,M9,Pinang Ranti - Pluit,0.0,P00227,Slipi Petamburan Arah Utara,-6.20203,106.79989,14,2023-04-25 07:20:55,P00181,Pluit,-6.115795,106.79037,24.0,2023-04-25 09:00:02,3500.0,2023-04-25,7,Tuesday,0,99.11666666666666,9.646480274830978,5.839470151234491
brizzi,,Pulo Gadung - Monas,0.0,P00210,RSPAD,-6.175485,106.83674,13,2023-04-25 07:12:44,P00082,Istiqlal,-6.172252,106.83093,16.0,2023-04-25 07:44:34,3500.0,2023-04-25,7,Tuesday,0,31.833333333333332,0.7360563404141068,1.387331322246484
flazz,S22,Ciputat - Kampung Rambutan,1.0,P00128,Lebak Bulus,-6.289413,106.77415,9,2023-04-25 09:05:07,B01559P,Jln. Sandratex 2,-6.293633,106.76529,11.0,2023-04-25 10:37:04,3500.0,2023-04-25,9,Tuesday,0,91.95,1.0858756462921988,0.7085648589182374
dki,M13,Puri Beta 2 - Tendean,1.0,P00259,Tirtayasa,-6.239207,106.80777,2,2023-04-25 07:54:43,P00001,Adam Malik,-6.236466,106.74786,10.0,2023-04-25 08:51:02,3500.0,2023-04-25,7,Tuesday,0,56.31666666666667,6.629257121845534,7.062836827062421
emoney,JAK.85,Bintara - Cipinang Indah,0.0,B00028P,Al Khairiyah School,-6.236593,106.9176,28,2023-04-25 07:23:34,B03045P,Puskesmas Duren Sawit,-6.241844,106.9109,34.0,2023-04-25 08:41:12,0.0,2023-04-25,7,Tuesday,0,77.63333333333334,0.9430797725127902,0.7288723016414865
flazz,11B,Rusun Rawa Bebek - Penggilingan,1.0,B06652P,Penggilingan 1,-6.214459,106.93945,0,2023-04-25 06:25:18,B03291P,Rusun Rawa Bebek,-6.196241,106.9658,2.0,2023-04-25 08:21:13,0.0,2023-04-25,6,Tuesday,0,115.91666666666667,3.54798183570784,1.8364823304886015
emoney,1C,Pesanggrahan - Blok M,1.0,B01437P,Jln. Palatehan,-6.240057,106.800758,1,2023-04-25 06:59:28,B05374P,SMPN 235,-6.254954,106.75651,26.0,2023-04-25 08:12:03,3500.0,2023-04-25,6,Tuesday,0,72.58333333333333,5.163827857815765,4.2686062659326645
emoney,2E,Rusun Rawa Bebek - Kodamar,1.0,B00396P,Gg. Aim 2,-6.200395,106.93515,16,2023-04-25 06:58:05,B02851P,Pintu Masuk PIK 2,-6.203882,106.93521,18.0,2023-04-25 08:03:26,0.0,2023-04-25,6,Tuesday,0,65.35,0.38779343426339613,0.3560459993236996
dki,JAK.51,Taman Kota - Budi Luhur,0.0,B02023P,Komplek BPPT,-6.194517,106.7556,36,2023-04-25 09:33:53,B03740P,Sbr. Jln. Kampung Baru,-6.170013,106.74928,44.0,2023-04-25 10:10:30,0.0,2023-04-25,9,Tuesday,0,36.61666666666667,2.8128694328330313,4.609162475283983
emoney,8D,,0.0,B00807P,Iskandar Muda,-6.2443,106.78249,9,2023-04-25 06:47:22,B02368P,Masjid Nurul Iman Joglo,-6.21731,106.76208,23.0,2023-04-25 07:42:29,3500.0,2023-04-25,6,Tuesday,0,55.11666666666667,3.754572380797463,4.087227266667936
dki,S12,BSD Serpong - Fatmawati,0.0,B05852P,Versailles,-6.308405,106.67367,2,2023-04-25 08:16:05,B05488P,St. MRT Fatmawati,-6.292589,106.7936,3.0,2023-04-25 10:14:32,20000.0,2023-04-25,8,Tuesday,0,118.45,13.371219430838686,6.773095532716937
dki,JAK.26,Rawamangun - Duren Sawit,0.0,B03222P,RSUP Persahabatan,-6.203866,106.88582,42,2023-04-25 07:51:13,B05723P,Term. Rawamangun,-6.198002,106.89099,50.0,2023-04-25 08:19:06,0.0,2023-04-25,7,Tuesday,0,27.883333333333333,0.8670605080559779,1.8657608063368323
bni,,,1.0,B03484P,Sbr. Dirjen Anggaran,-6.227253,106.898692,18,2023-04-25 09:57:54,B04880P,Simpang Jatinegara Timur IV,-6.222277,106.86838,43.0,2023-04-25 10:36:08,0.0,2023-04-25,9,Tuesday,0,38.233333333333334,3.3960458194269862,5.329452898839211
dki,JAK.06,Kampung Rambutan - Pondok Gede,0.0,B05387P,SMPN 6 Bekasi,-6.28259,106.91272,2,2023-04-25 07:45:12,,Jln. Rawa Segaran,-6.306765,106.8919,47.0,2023-04-25 08:48:42,0.0,2023-04-25,7,Tuesday,0,63.5,3.5385365138258034,3.3434990681818615
dki,1F,Stasiun Palmerah - Bundaran Senayan,0.0,B05648P,Taman Ria,-6.213308,106.80236,3,2023-04-25 07:42:12,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4.0,2023-04-25 08:12:21,3500.0,2023-04-25,7,Tuesday,0,30.15,0.7398737240265711,1.472385520450888
dki,2A,Pulo Gadung - Rawa Buaya via Balai Kota,0.0,P00207,RS Islam,-6.168676,106.87027,6,2023-04-25 07:45:30,,RS Sumber Waras,-6.166294,106.79675,16.0,2023-04-25 08:48:25,3500.0,2023-04-25,7,Tuesday,0,62.916666666666664,8.132049145388931,7.755066734675537
emoney,1T,Cibubur - Balai Kota,0.0,B00127P,Benhil 3,-6.21601,106.81632,3,2023-04-25 08:35:12,B05502P,St. Sudirman 2,-6.201883,106.82277,9.0,2023-04-25 09:55:04,20000.0,2023-04-25,8,Tuesday,0,79.86666666666666,1.7250916780233563,1.295978723055944
flazz,M3,Kalideres - Bundaran HI via Veteran,1.0,P00201,Rawa Buaya,-6.153908,106.72619,3,2023-04-25 08:46:17,P00050,Dispenda Samsat Barat,-6.154634,106.7381,5.0,2023-04-25 10:37:19,3500.0,2023-04-25,8,Tuesday,0,111.03333333333333,1.3191716485652467,0.7128516864057173
flazz,JAK.106,Terminal Kampung Melayu - Terminal Klender,1.0,B00355P,Flyover Jatinegara 2,-6.215074,106.87332,6,2023-04-25 08:37:18,B01009P,Jln. Cipinang Muara III,-6.220029,106.8995,18.0,2023-04-25 09:42:18,0.0,2023-04-25,8,Tuesday,0,65.0,2.945941556277195,2.7193306673327955
dki,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06675P,Tebet Eco Park Selatan 5,-6.241581,106.85242,5,2023-04-25 09:50:51,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,6.0,2023-04-25 10:35:45,0.0,2023-04-25,9,Tuesday,0,44.9,0.6686908461412989,0.8935735137745643
emoney,8,Lebak Bulus - Pasar Baru via Tomang,0.0,P00087,Jelambar,-6.166548,106.78651,17,2023-04-25 08:07:07,P00161,Pecenongan,-6.16771,106.82819,23.0,2023-04-25 09:46:50,3500.0,2023-04-25,8,Tuesday,0,99.71666666666667,4.609594209366756,2.773615101741655
dki,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,B06821P,Jln. Tebet Timur Dalam III,-6.230881,106.858358,14,2023-04-25 07:17:40,B02771P,Pertigaan Dewi Sartika,-6.258864,106.864131,25.0,2023-04-25 09:12:27,0.0,2023-04-25,7,Tuesday,0,114.78333333333333,3.17632636581122,1.6603419365355585
dki,11Q,Kampung Melayu - Pulo Gebang via BKT,0.0,B05660P,Taman Ut Aheme,-6.227704,106.92256,9,2023-04-25 09:23:25,B04518P,Sbr. Swadaya Raya,-6.228578,106.91633,11.0,2023-04-25 10:32:32,3500.0,2023-04-25,9,Tuesday,0,69.11666666666666,0.6954792896478659,0.6037437768826421
brizzi,4B,Stasiun Manggarai - UI,0.0,B05463P,St. Lenteng Agung 1,-6.330883,106.83542,41,2023-04-25 06:24:08,B05830P,Univ. Indonesia,-6.353357,106.83186,46.0,2023-04-25 07:20:50,3500.0,2023-04-25,6,Tuesday,0,56.7,2.5297753099414346,2.677010909990936
dki,7F,Kampung Rambutan - Juanda via Pasar Baru,0.0,P00150,Pasar Cempaka Putih,-6.172325,106.86246,13,2023-04-25 06:29:29,P00137,Monas,-6.176248,106.82286,19.0,2023-04-25 07:11:57,3500.0,2023-04-25,6,Tuesday,0,42.46666666666667,4.399456385644595,6.215872444395817
online,M12,Sunter Boulevard Barat - Penjaringan,1.0,P00046,Danau Agung,-6.146869,106.85805,11,2023-04-25 06:43:47,P00239,Sunter Boulevard Barat,-6.14965,106.889,14.0,2023-04-25 08:02:36,3500.0,2023-04-25,6,Tuesday,0,78.81666666666666,3.435632832716852,2.6154109109284556
dki,BW9,,0.0,B06907P,PIK2 Pantjoran,-6.089429,106.741383,6,2023-04-25 09:49:47,B06040P,Pantai Maju,-6.093637,106.75068,8.0,2023-04-25 10:39:22,0.0,2023-04-25,9,Tuesday,0,49.583333333333336,1.1294260374320213,1.3667004150437905
dki,9N,Pinang Ranti - Pramuka,0.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-25 08:53:07,P00016,BKN,-6.257751,106.87,2.0,2023-04-25 09:17:00,3500.0,2023-04-25,8,Tuesday,0,23.883333333333333,3.8083452367014337,9.567371145935214
dki,JAK.16,Cililitan - Condet,0.0,B02445P,Midi Utama Condet Raya,-6.275675,106.85596,26,2023-04-25 09:18:57,B00281P,Condet Raya,-6.280969,106.85517,28.0,2023-04-25 09:53:35,0.0,2023-04-25,9,Tuesday,0,34.63333333333333,0.5951066069615255,1.0309835346782925
dki,10H,Tanjung Priok - Blok M,0.0,P00140,Pademangan,-6.133704,106.83164,1,2023-04-25 08:21:11,P00260,Tomang Mandala,-6.176875,106.80037,9.0,2023-04-25 09:20:01,3500.0,2023-04-25,8,Tuesday,0,58.833333333333336,5.915639372463078,6.032946668800872
dki,8M,S. Parman - Tanah Abang,1.0,B03104P,Roxy,-6.165833,106.80925,13,2023-04-25 06:16:02,P00212,S Parman Podomoro City Arah Timur,-6.175799,106.79308,21.0,2023-04-25 07:37:04,3500.0,2023-04-25,6,Tuesday,0,81.03333333333333,2.103227422923771,1.557305372794236
online,JAK.27,Pulo Gebang - Rorotan,0.0,B00615P,Gempol Baru 2,-6.186351,106.9547,21,2023-04-25 09:07:19,B03982P,Sbr. Komplek Sltp 200,-6.15911,106.95813,34.0,2023-04-25 10:00:18,0.0,2023-04-25,9,Tuesday,0,52.983333333333334,3.052702665222437,3.4569769093428038
emoney,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,B03012P,Puri Casablanca,-6.225081,106.8384,18,2023-04-25 09:11:16,B03396P,Kota Kasablanka,-6.224688,106.84246,19.0,2023-04-25 10:11:34,,2023-04-25,9,Tuesday,0,60.3,0.4509121713995332,0.44866882726321716
dki,2E,Rusun Rawa Bebek - Kodamar,0.0,B02800P,Perum Tpi 1,-6.197379,106.93513,13,2023-04-25 08:51:08,B03006P,Pulo Mas Ruko,-6.178306,106.89677,27.0,2023-04-25 09:14:47,0.0,2023-04-25,8,Tuesday,0,23.65,4.741355645445048,12.02880924848638
flazz,4,Pulo Gadung 2 - Tosari,1.0,P00052,Dukuh Atas 2,-6.203276,106.82377,0,2023-04-25 09:30:18,P00263,TU Gas,-6.19241,106.90489,14.0,2023-04-25 10:17:55,3500.0,2023-04-25,9,Tuesday,0,47.61666666666667,9.048441640258574,11.401606547053154
dki,1A,Pantai Maju - Balai Kota,0.0,P00072,Glodok,-6.1445,106.81545,24,2023-04-25 06:49:09,P00137,Monas,-6.176248,106.82286,29.0,2023-04-25 07:22:56,3500.0,2023-04-25,6,Tuesday,0,33.78333333333333,3.6240186954647493,6.436343021052342
flazz,8C,Kebayoran Lama - Tanah Abang,0.0,B05925P,Yayasan Muhammadiyah 2,-6.196871,106.81431,21,2023-04-25 09:19:41,B02972P,Pospol Jati Bunder,-6.189707,106.81317,27.0,2023-04-25 10:52:46,3500.0,2023-04-25,9,Tuesday,0,93.08333333333333,0.8065072379653873,0.5198614246509211
emoney,D32,Cinere - Bundaran Senayan,0.0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,12,2023-04-25 07:14:37,B00221P,Bundaran Senayan 1,-6.227445,106.80187,14.0,2023-04-25 08:07:34,20000.0,2023-04-25,7,Tuesday,0,52.95,0.516859927988888,0.5856769722253689
dki,3A,Rusun Pesakih - Kalideres,1.0,B02760P,Pertamina Kalideres Daan Mogot,-6.15571,106.70927,2,2023-04-25 06:54:50,B06656P,Pesakih 1,-6.154564,106.71537,3.0,2023-04-25 07:53:52,0.0,2023-04-25,6,Tuesday,0,59.03333333333333,0.6863126879213177,0.697551009744987
flazz,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,B05897P,Wisma SMR,-6.150176,106.88771,16,2023-04-25 09:24:36,B02468P,Mitra Gading Villa,-6.144694,106.90375,28.0,2023-04-25 11:19:27,0.0,2023-04-25,9,Tuesday,0,114.85,1.8751549950151971,0.9796195010963155
flazz,8K,Batusari - Grogol,0.0,B03244P,Ruko Kemanggisan Raya,-6.196763,106.78222,11,2023-04-25 09:05:43,B00862P,Jln. Angsana Kemanggisan,-6.194934,106.78208,12.0,2023-04-25 10:29:39,3500.0,2023-04-25,9,Tuesday,0,83.93333333333334,0.20396352646237742,0.14580395060853032
flazz,B11,Summarecon Bekasi - BNN,0.0,B01728P,Jatibening 1,-6.257161,106.94651,5,2023-04-25 06:22:06,B00232P,Cawang Blue Bird,-6.248836,106.87801,6.0,2023-04-25 08:09:18,3500.0,2023-04-25,6,Tuesday,0,107.2,7.627915168749643,4.269355504897189
emoney,JAK.49,Lebak Bulus - Cipulir,0.0,B01074P,Jln. Gambas Kodam Bintaro,-6.259766,106.7573,24,2023-04-25 09:41:59,B00987P,Jln. Cempedak Pesanggrahan,-6.259823,106.75676,25.0,2023-04-25 10:08:38,0.0,2023-04-25,9,Tuesday,0,26.65,0.06002282781576021,0.13513582247450703
flazz,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,B06085P,Tebet Eco Park Selatan 2,-6.240297,106.85297,2,2023-04-25 08:44:29,B06277P,Jln.Tebet Barat V,-6.233937,106.8477,6.0,2023-04-25 09:13:34,0.0,2023-04-25,8,Tuesday,0,29.083333333333332,0.9162265331400228,1.8902094666499036
dki,,Pasar Minggu - Velbak,1.0,B03077P,Ratu Prabu,-6.292014,106.80853,20,2023-04-25 08:35:48,,Sbr. SPBU Warung Jati,-6.286956,106.82555,25.0,2023-04-25 10:35:26,3500.0,2023-04-25,8,Tuesday,0,119.63333333333334,1.9634238631964296,0.9847208007114998
dki,1,Blok M - Kota,1.0,P00261,Tosari,-6.196892,106.82309,12,2023-04-25 06:10:17,P00026,Bundaran Senayan,-6.227869,106.80094,18.0,2023-04-25 07:27:33,3500.0,2023-04-25,6,Tuesday,0,77.26666666666667,4.226068005183854,3.28167489617383
dki,JAK.35,Pangkalan Jati - Rawamangun,0.0,B06177P,Pool Pangkalan Jati,-6.248386,106.91713,0,2023-04-25 06:32:46,B04711P,Simpang Balai Pustaka Timur Waru,-6.196611,106.88629,35.0,2023-04-25 08:01:03,0.0,2023-04-25,6,Tuesday,0,88.28333333333333,6.690740434757786,4.547227782731363
emoney,JAK.106,Terminal Kampung Melayu - Terminal Klender,1.0,B06770P,Jln. Aneka Elok 2,-6.223013,106.891085,15,2023-04-25 06:58:48,B04975P,Simpang Lingkar Duren Sawit,-6.220922,106.91561,21.0,2023-04-25 08:48:56,0.0,2023-04-25,6,Tuesday,0,110.13333333333334,2.7209441074271785,1.4823545379445888
online,1E,Pondok Labu - Blok M,1.0,B06578P,Blok M Jalur 3,-6.243426,106.80188,0,2023-04-25 09:33:47,B01497P,Jln. Pinang Raya,-6.308942,106.79372,19.0,2023-04-25 11:15:52,3500.0,2023-04-25,9,Tuesday,0,102.08333333333333,7.340664338585173,4.31451291737251
dki,10A,Rusun Marunda - Tanjung Priok,0.0,B03282P,Rusun Marunda,-6.097099,106.96231,0,2023-04-25 06:52:10,B03283P,Rusun Marunda 1,-6.098204,106.96232,1.0,2023-04-25 07:25:47,0.0,2023-04-25,6,Tuesday,0,33.61666666666667,0.12287536851440928,0.21931151544465713
brizzi,6,Ragunan - Dukuh Atas 2,0.0,P00121,Kuningan Timur,-6.234731,106.82902,10,2023-04-25 07:35:37,P00103,Karet Kuningan,-6.21667,106.830737,14.0,2023-04-25 08:11:26,3500.0,2023-04-25,7,Tuesday,0,35.81666666666667,2.0172400558804178,3.3792760359094944
bni,M10,PGC 2 - Tanjung Priok,0.0,P00033,Cawang UKI,-6.250309,106.8736,2,2023-04-25 07:54:01,P00248,Tanjung Priok,-6.10959,106.88214,21.0,2023-04-25 08:40:32,3500.0,2023-04-25,7,Tuesday,0,46.516666666666666,15.67569401965484,20.219454844413267
brizzi,JIS3,Harmoni - Jakarta International Stadium,0.0,B04521P,Sbr. Taman BMW,-6.12629,106.85763,1,2023-04-25 07:08:56,B05556P,Sunter Muara,-6.144072,106.85763,7.0,2023-04-25 08:27:14,3500.0,2023-04-25,7,Tuesday,0,78.3,1.9772681855935887,1.515148034937616
bni,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,B03550P,Sbr. Gg. Nusa Indah Ciracas,-6.326059,106.86869,23,2023-04-25 08:18:51,B05111P,Simpang Raya Bogor Suci,-6.318777,106.86512,51.0,2023-04-25 08:39:31,0.0,2023-04-25,8,Tuesday,0,20.666666666666668,0.9007328889247747,2.61503096784612
bni,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B00166P,Boulevard Bukit Gading Raya,-6.15515,106.89579,29,2023-04-25 09:32:39,B02446P,Midi Utama Danau Indah,-6.150877,106.87961,38.0,2023-04-25 11:05:52,0.0,2023-04-25,9,Tuesday,0,93.21666666666667,1.8507972093643652,1.191287315163904
online,6,Ragunan - Dukuh Atas 2,0.0,P00103,Karet Kuningan,-6.21667,106.830737,14,2023-04-25 07:22:35,P00124,Latuharhary,-6.202761,106.82771,17.0,2023-04-25 09:14:19,3500.0,2023-04-25,7,Tuesday,0,111.73333333333333,1.582393288056754,0.8497338659015982
brizzi,6N,Ragunan - Blok M via Kemang,1.0,B04925P,Simpang Kemang Selatan 2,-6.274106,106.82045,14,2023-04-25 06:20:19,B01970P,Kementerian Pertanian,-6.29705,106.82127,21.0,2023-04-25 07:15:21,3500.0,2023-04-25,6,Tuesday,0,55.03333333333333,2.5528657055923905,2.783257583323018
dki,11,Pulo Gebang - Matraman,0.0,P00102,Kampung Sumur,-6.214412,106.91189,6,2023-04-25 07:00:25,P00233,St. Jatinegara 2,-6.215601,106.86805,13.0,2023-04-25 07:45:59,3500.0,2023-04-25,7,Tuesday,0,45.56666666666667,4.847937861117397,6.38353193124456
bni,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,0.0,,TPU Kb. Nanas 2,-6.232106,106.88017,1,2023-04-25 08:06:49,B05536P,STMT Trisakti 2,-6.231981,106.8777,2.0,2023-04-25 08:54:28,0.0,2023-04-25,8,Tuesday,0,47.65,0.2733819572245431,0.34423751172030614
dki,JAK.29,Tanjung Priok - Sukapura,1.0,B06808P,Gg. Bambu Sukapura,-6.1369,106.9217,38,2023-04-25 08:44:09,B03204P,RSU Pekerja Sukapura,-6.145072,106.92271,46.0,2023-04-25 09:23:08,0.0,2023-04-25,8,Tuesday,0,38.983333333333334,0.9155199712433176,1.4090944405626096
dki,1Q,Rempoa - Blok M,0.0,B02392P,Mayestik 2,-6.241772,106.79096,20,2023-04-25 09:34:10,B03171P,RS Pusat Pertamina 3,-6.239806,106.79431,22.0,2023-04-25 10:19:28,3500.0,2023-04-25,9,Tuesday,0,45.3,0.43001016418531,0.569549886338159
emoney,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,B00100P,Baladewa Residence,-6.229648,106.91038,4,2023-04-25 07:49:14,B01803P,Kampung Jembatan Ngurah Rai,-6.216438,106.92909,17.0,2023-04-25 09:31:27,0.0,2023-04-25,7,Tuesday,0,102.21666666666667,2.5367430946932195,1.4890388294302281
dki,JAK.36,Cilangkap - Cililitan,1.0,B01046P,Jln. Dukuh II,-6.288462,106.87563,5,2023-04-25 06:36:20,B03852P,Sbr. Jln. SMPN 160,-6.311787,106.88941,16.0,2023-04-25 07:26:41,0.0,2023-04-25,6,Tuesday,0,50.35,3.0077300029117433,3.5841866966177673
dki,JAK.113,Rusun Sindang Koja - Kp. Sawah,0.0,B01867P,Kec. Cilincing,-6.102739,106.93894,16,2023-04-25 08:10:52,B03043P,Puskesmas Cilincing,-6.103756,106.93943,17.0,2023-04-25 09:22:26,0.0,2023-04-25,8,Tuesday,0,71.56666666666666,0.12539292195957197,0.1051268092814297
dki,1T,Cibubur - Balai Kota,1.0,B01835P,Karet Sudirman 1,-6.212995,106.82,10,2023-04-25 18:23:52,B00248P,Cibubur Junction,-6.368735,106.89366,15.0,2023-04-25 19:44:40,20000.0,2023-04-25,18,Tuesday,0,80.8,19.135736806569216,14.209705549432586
dki,JAK.58,Cilincing - Rorotan,1.0,B01415P,Jln. Nanggala Dewa Kembar,-6.10741,106.92535,46,2023-04-25 17:06:04,B02005P,Koja Trade Mall,-6.122508,106.91677,64.0,2023-04-25 18:06:28,0.0,2023-04-25,17,Tuesday,0,60.4,1.9282965489528614,1.9155263731319816
online,2E,Rusun Rawa Bebek - Kodamar,1.0,B00555P,Gg. Sawo 2,-6.201669,106.93518,17,2023-04-25 18:39:59,B02851P,Pintu Masuk PIK 2,-6.203882,106.93521,18.0,2023-04-25 20:09:04,0.0,2023-04-25,18,Tuesday,0,89.08333333333333,0.24609671849275408,0.16575270094928246
